Three-Digit ZIP Code,Year,Quarter,Index (NSA),Index Type
328,2023,3,442.63,Native 3-Digit ZIP index
328,2023,4,440.32,Native 3-Digit ZIP index
329,2023,1,439.13,Native 3-Digit ZIP index
329,2023,2,445.51,Native 3-Digit ZIP index
329,2023,3,451.95,Native 3-Digit ZIP index
329,2023,4,459.28,Native 3-Digit ZIP index
330,2023,1,506.08,Native 3-Digit ZIP index
330,2023,2,518.86,Native 3-Digit ZIP index
330,2023,3,541.79,Native 3-Digit ZIP index
330,2023,4,539.98,Native 3-Digit ZIP index
331,2023,1,553.71,Native 3-Digit ZIP index
331,2023,2,566.47,Native 3-Digit ZIP index
331,2023,3,585.4,Native 3-Digit ZIP index
331,2023,4,600.78,Native 3-Digit ZIP index
333,2023,1,499.68,Native 3-Digit ZIP index
333,2023,2,515.54,Native 3-Digit ZIP index
333,2023,3,530.32,Native 3-Digit ZIP index
333,2023,4,539.67,Native 3-Digit ZIP index
334,2023,1,503.15,Native 3-Digit ZIP index
334,2023,2,522.87,Native 3-Digit ZIP index
334,2023,3,536.16,Native 3-Digit ZIP index
334,2023,4,553.78,Native 3-Digit ZIP index
335,2023,1,410.99,Native 3-Digit ZIP index
335,2023,2,433.8,Native 3-Digit ZIP index
335,2023,3,434.28,Native 3-Digit ZIP index
335,2023,4,446.95,Native 3-Digit ZIP index
336,2023,1,547.78,Native 3-Digit ZIP index
336,2023,2,563.82,Native 3-Digit ZIP index
336,2023,3,587.12,Native 3-Digit ZIP index
336,2023,4,575.9,Native 3-Digit ZIP index
337,2023,1,578.84,Native 3-Digit ZIP index
337,2023,2,594.29,Native 3-Digit ZIP index
337,2023,3,619.47,Native 3-Digit ZIP index
337,2023,4,631.26,Native 3-Digit ZIP index
338,2023,1,399.65,Native 3-Digit ZIP index
338,2023,2,413.36,Native 3-Digit ZIP index
338,2023,3,416.72,Native 3-Digit ZIP index
338,2023,4,426.51,Native 3-Digit ZIP index
339,2023,1,446.58,Native 3-Digit ZIP index
339,2023,2,456.63,Native 3-Digit ZIP index
339,2023,3,451.84,Native 3-Digit ZIP index
339,2023,4,454.33,Native 3-Digit ZIP index
341,2023,1,541.66,Native 3-Digit ZIP index
341,2023,2,541.97,Native 3-Digit ZIP index
341,2023,3,527.59,Native 3-Digit ZIP index
341,2023,4,550.43,Native 3-Digit ZIP index
342,2023,1,491.85,Native 3-Digit ZIP index
342,2023,2,496.23,Native 3-Digit ZIP index
342,2023,3,512.09,Native 3-Digit ZIP index
342,2023,4,519.15,Native 3-Digit ZIP index
344,2023,1,374.77,Native 3-Digit ZIP index
344,2023,2,381.26,Native 3-Digit ZIP index
344,2023,3,397.68,Native 3-Digit ZIP index
344,2023,4,394.25,Native 3-Digit ZIP index
346,2023,1,472.91,Native 3-Digit ZIP index
346,2023,2,475.07,Native 3-Digit ZIP index
346,2023,3,491.25,Native 3-Digit ZIP index
346,2023,4,492.62,Native 3-Digit ZIP index
347,2023,1,405.01,Native 3-Digit ZIP index
347,2023,2,402.72,Native 3-Digit ZIP index
347,2023,3,399.8,Native 3-Digit ZIP index
347,2023,4,420.83,Native 3-Digit ZIP index
349,2023,1,438.56,Native 3-Digit ZIP index
349,2023,2,449.7,Native 3-Digit ZIP index
349,2023,3,455.53,Native 3-Digit ZIP index
349,2023,4,454.35,Native 3-Digit ZIP index
350,2023,1,272.18,Native 3-Digit ZIP index
350,2023,2,275.26,Native 3-Digit ZIP index
350,2023,3,281.2,Native 3-Digit ZIP index
350,2023,4,278.1,Native 3-Digit ZIP index
351,2023,1,265.23,Native 3-Digit ZIP index
351,2023,2,273.05,Native 3-Digit ZIP index
351,2023,3,265.85,Native 3-Digit ZIP index
351,2023,4,278.51,Native 3-Digit ZIP index
352,2023,1,304.7,Native 3-Digit ZIP index
352,2023,2,310.52,Native 3-Digit ZIP index
352,2023,3,317.47,Native 3-Digit ZIP index
352,2023,4,319.57,Native 3-Digit ZIP index
354,2023,1,269.3,Native 3-Digit ZIP index
354,2023,2,275.26,Native 3-Digit ZIP index
354,2023,3,276.41,Native 3-Digit ZIP index
354,2023,4,288.76,Native 3-Digit ZIP index
355,2023,1,286.11,Balance of State
355,2023,2,289.42,Balance of State
355,2023,3,295.8,Balance of State
355,2023,4,299.34,Balance of State
356,2023,1,283.98,Native 3-Digit ZIP index
356,2023,2,283.01,Native 3-Digit ZIP index
356,2023,3,291.06,Native 3-Digit ZIP index
356,2023,4,294.32,Native 3-Digit ZIP index
357,2023,1,284.33,Native 3-Digit ZIP index
357,2023,2,291.14,Native 3-Digit ZIP index
357,2023,3,309.98,Native 3-Digit ZIP index
357,2023,4,289.95,Native 3-Digit ZIP index
358,2023,1,302.39,Native 3-Digit ZIP index
358,2023,2,311.16,Native 3-Digit ZIP index
358,2023,3,310.74,Native 3-Digit ZIP index
358,2023,4,312.12,Native 3-Digit ZIP index
359,2023,1,290.51,Native 3-Digit ZIP index
359,2023,2,287.89,Native 3-Digit ZIP index
359,2023,3,304.71,Native 3-Digit ZIP index
359,2023,4,315.96,Native 3-Digit ZIP index
360,2023,1,240.38,Native 3-Digit ZIP index
360,2023,2,247.07,Native 3-Digit ZIP index
360,2023,3,254.87,Native 3-Digit ZIP index
360,2023,4,248.35,Native 3-Digit ZIP index
361,2023,1,173.3,Native 3-Digit ZIP index
361,2023,2,176.74,Native 3-Digit ZIP index
361,2023,3,177.11,Native 3-Digit ZIP index
361,2023,4,180.68,Native 3-Digit ZIP index
362,2023,1,270.08,Native 3-Digit ZIP index
362,2023,2,266.54,Native 3-Digit ZIP index
362,2023,3,259.92,Native 3-Digit ZIP index
362,2023,4,276.85,Native 3-Digit ZIP index
363,2023,1,234.41,Native 3-Digit ZIP index
363,2023,2,244.34,Native 3-Digit ZIP index
363,2023,3,253.88,Native 3-Digit ZIP index
363,2023,4,254.75,Native 3-Digit ZIP index
364,2023,1,286.11,Balance of State
364,2023,2,289.42,Balance of State
364,2023,3,295.8,Balance of State
364,2023,4,299.34,Balance of State
365,2023,1,336.34,Native 3-Digit ZIP index
365,2023,2,343.32,Native 3-Digit ZIP index
365,2023,3,351.6,Native 3-Digit ZIP index
365,2023,4,347.34,Native 3-Digit ZIP index
366,2023,1,272.67,Native 3-Digit ZIP index
366,2023,2,269.46,Native 3-Digit ZIP index
366,2023,3,281.53,Native 3-Digit ZIP index
366,2023,4,283.04,Native 3-Digit ZIP index
367,2023,1,286.11,Balance of State
367,2023,2,289.42,Balance of State
367,2023,3,295.8,Balance of State
367,2023,4,299.34,Balance of State
368,2023,1,278.31,Native 3-Digit ZIP index
368,2023,2,305.47,Native 3-Digit ZIP index
368,2023,3,314.48,Native 3-Digit ZIP index
368,2023,4,309.11,Native 3-Digit ZIP index
369,2023,1,286.11,Balance of State
369,2023,2,289.42,Balance of State
369,2023,3,295.8,Balance of State
369,2023,4,299.34,Balance of State
370,2023,1,399.3,Native 3-Digit ZIP index
370,2023,2,401.31,Native 3-Digit ZIP index
370,2023,3,408.84,Native 3-Digit ZIP index
370,2023,4,411.76,Native 3-Digit ZIP index
371,2023,1,397.57,Native 3-Digit ZIP index
371,2023,2,409.48,Native 3-Digit ZIP index
371,2023,3,412.09,Native 3-Digit ZIP index
371,2023,4,418.68,Native 3-Digit ZIP index
372,2023,1,576.97,Native 3-Digit ZIP index
372,2023,2,587.54,Native 3-Digit ZIP index
372,2023,3,575.82,Native 3-Digit ZIP index
372,2023,4,577.49,Native 3-Digit ZIP index
373,2023,1,341.52,Native 3-Digit ZIP index
373,2023,2,357.64,Native 3-Digit ZIP index
373,2023,3,363.68,Native 3-Digit ZIP index
373,2023,4,371.49,Native 3-Digit ZIP index
374,2023,1,403.12,Native 3-Digit ZIP index
374,2023,2,406.65,Native 3-Digit ZIP index
374,2023,3,423.97,Native 3-Digit ZIP index
374,2023,4,422.01,Native 3-Digit ZIP index
376,2023,1,337.16,Native 3-Digit ZIP index
376,2023,2,342.97,Native 3-Digit ZIP index
376,2023,3,357.99,Native 3-Digit ZIP index
376,2023,4,361.61,Native 3-Digit ZIP index
377,2023,1,370.02,Native 3-Digit ZIP index
377,2023,2,384.74,Native 3-Digit ZIP index
377,2023,3,402.28,Native 3-Digit ZIP index
377,2023,4,419.38,Native 3-Digit ZIP index
378,2023,1,363.48,Native 3-Digit ZIP index
378,2023,2,381.4,Native 3-Digit ZIP index
378,2023,3,375.5,Native 3-Digit ZIP index
378,2023,4,378.21,Native 3-Digit ZIP index
379,2023,1,374.57,Native 3-Digit ZIP index
379,2023,2,396.45,Native 3-Digit ZIP index
379,2023,3,410.53,Native 3-Digit ZIP index
379,2023,4,405.5,Native 3-Digit ZIP index
380,2023,1,256.8,Native 3-Digit ZIP index
380,2023,2,258.15,Native 3-Digit ZIP index
380,2023,3,262.6,Native 3-Digit ZIP index
380,2023,4,260.13,Native 3-Digit ZIP index
381,2023,1,282.87,Native 3-Digit ZIP index
381,2023,2,281.14,Native 3-Digit ZIP index
381,2023,3,278.61,Native 3-Digit ZIP index
381,2023,4,279.48,Native 3-Digit ZIP index
382,2023,1,349.74,Balance of State
382,2023,2,361.22,Balance of State
382,2023,3,366.02,Balance of State
382,2023,4,368.03,Balance of State
383,2023,1,263.84,Native 3-Digit ZIP index
383,2023,2,270.28,Native 3-Digit ZIP index
383,2023,3,291.95,Native 3-Digit ZIP index
383,2023,4,287.17,Native 3-Digit ZIP index
384,2023,1,398.11,Native 3-Digit ZIP index
384,2023,2,402.32,Native 3-Digit ZIP index
384,2023,3,407.28,Native 3-Digit ZIP index
384,2023,4,416.27,Native 3-Digit ZIP index
385,2023,1,352.01,Native 3-Digit ZIP index
385,2023,2,364.26,Native 3-Digit ZIP index
385,2023,3,366.92,Native 3-Digit ZIP index
385,2023,4,376.54,Native 3-Digit ZIP index
386,2023,1,269.92,Native 3-Digit ZIP index
386,2023,2,278.38,Native 3-Digit ZIP index
386,2023,3,281.79,Native 3-Digit ZIP index
386,2023,4,292.64,Native 3-Digit ZIP index
387,2023,1,259.78,Balance of State
387,2023,2,264.02,Balance of State
387,2023,3,262.86,Balance of State
387,2023,4,269.18,Balance of State
388,2023,1,252.81,Native 3-Digit ZIP index
388,2023,2,254.31,Native 3-Digit ZIP index
388,2023,3,252.02,Native 3-Digit ZIP index
388,2023,4,247.09,Native 3-Digit ZIP index
389,2023,1,259.78,Balance of State
389,2023,2,264.02,Balance of State
389,2023,3,262.86,Balance of State
389,2023,4,269.18,Balance of State
390,2023,1,242.6,Native 3-Digit ZIP index
390,2023,2,238.63,Native 3-Digit ZIP index
390,2023,3,239.93,Native 3-Digit ZIP index
390,2023,4,245.21,Native 3-Digit ZIP index
391,2023,1,232.69,Native 3-Digit ZIP index
391,2023,2,226.37,Native 3-Digit ZIP index
391,2023,3,235.6,Native 3-Digit ZIP index
391,2023,4,245.05,Native 3-Digit ZIP index
392,2023,1,216.53,Native 3-Digit ZIP index
392,2023,2,206.27,Native 3-Digit ZIP index
392,2023,3,211.65,Native 3-Digit ZIP index
392,2023,4,211.88,Native 3-Digit ZIP index
393,2023,1,259.78,Balance of State
393,2023,2,264.02,Balance of State
393,2023,3,262.86,Balance of State
393,2023,4,269.18,Balance of State
394,2023,1,277.77,Native 3-Digit ZIP index
394,2023,2,277.33,Native 3-Digit ZIP index
394,2023,3,282.96,Native 3-Digit ZIP index
394,2023,4,296,Native 3-Digit ZIP index
395,2023,1,280.12,Native 3-Digit ZIP index
395,2023,2,302.15,Native 3-Digit ZIP index
395,2023,3,295.01,Native 3-Digit ZIP index
395,2023,4,301.41,Native 3-Digit ZIP index
396,2023,1,259.78,Balance of State
396,2023,2,264.02,Balance of State
396,2023,3,262.86,Balance of State
396,2023,4,269.18,Balance of State
397,2023,1,259.78,Balance of State
397,2023,2,264.02,Balance of State
397,2023,3,262.86,Balance of State
397,2023,4,269.18,Balance of State
398,2023,1,323.02,Balance of State
398,2023,2,331.71,Balance of State
398,2023,3,339.45,Balance of State
398,2023,4,346.5,Balance of State
400,2023,1,290.54,Native 3-Digit ZIP index
400,2023,2,295.35,Native 3-Digit ZIP index
400,2023,3,300.07,Native 3-Digit ZIP index
400,2023,4,300.44,Native 3-Digit ZIP index
401,2023,1,288.28,Native 3-Digit ZIP index
401,2023,2,316.13,Native 3-Digit ZIP index
401,2023,3,305.73,Native 3-Digit ZIP index
401,2023,4,323.74,Native 3-Digit ZIP index
402,2023,1,280.29,Native 3-Digit ZIP index
402,2023,2,295.33,Native 3-Digit ZIP index
402,2023,3,293.94,Native 3-Digit ZIP index
402,2023,4,298.12,Native 3-Digit ZIP index
403,2023,1,287.88,Native 3-Digit ZIP index
403,2023,2,295.67,Native 3-Digit ZIP index
403,2023,3,302.02,Native 3-Digit ZIP index
403,2023,4,312.32,Native 3-Digit ZIP index
404,2023,1,292.29,Native 3-Digit ZIP index
404,2023,2,307.48,Native 3-Digit ZIP index
404,2023,3,308.16,Native 3-Digit ZIP index
404,2023,4,307.36,Native 3-Digit ZIP index
405,2023,1,314.68,Native 3-Digit ZIP index
405,2023,2,332.03,Native 3-Digit ZIP index
405,2023,3,338.33,Native 3-Digit ZIP index
405,2023,4,336.15,Native 3-Digit ZIP index
406,2023,1,284.06,Balance of State
406,2023,2,290.37,Balance of State
406,2023,3,292.93,Balance of State
406,2023,4,298.79,Balance of State
407,2023,1,284.06,Balance of State
407,2023,2,290.37,Balance of State
407,2023,3,292.93,Balance of State
407,2023,4,298.79,Balance of State
408,2023,1,284.06,Balance of State
408,2023,2,290.37,Balance of State
408,2023,3,292.93,Balance of State
408,2023,4,298.79,Balance of State
409,2023,1,284.06,Balance of State
409,2023,2,290.37,Balance of State
409,2023,3,292.93,Balance of State
409,2023,4,298.79,Balance of State
410,2023,1,278.06,Native 3-Digit ZIP index
410,2023,2,280.74,Native 3-Digit ZIP index
410,2023,3,288.33,Native 3-Digit ZIP index
410,2023,4,287.82,Native 3-Digit ZIP index
411,2023,1,231.15,MSA/MSAD Index
411,2023,2,229.34,MSA/MSAD Index
411,2023,3,238.96,MSA/MSAD Index
411,2023,4,250.65,MSA/MSAD Index
412,2023,1,284.06,Balance of State
412,2023,2,290.37,Balance of State
412,2023,3,292.93,Balance of State
412,2023,4,298.79,Balance of State
413,2023,1,284.06,Balance of State
413,2023,2,290.37,Balance of State
413,2023,3,292.93,Balance of State
413,2023,4,298.79,Balance of State
414,2023,1,284.06,Balance of State
414,2023,2,290.37,Balance of State
414,2023,3,292.93,Balance of State
414,2023,4,298.79,Balance of State
415,2023,1,284.06,Balance of State
415,2023,2,290.37,Balance of State
415,2023,3,292.93,Balance of State
415,2023,4,298.79,Balance of State
416,2023,1,284.06,Balance of State
416,2023,2,290.37,Balance of State
416,2023,3,292.93,Balance of State
416,2023,4,298.79,Balance of State
417,2023,1,284.06,Balance of State
417,2023,2,290.37,Balance of State
417,2023,3,292.93,Balance of State
417,2023,4,298.79,Balance of State
418,2023,1,284.06,Balance of State
418,2023,2,290.37,Balance of State
418,2023,3,292.93,Balance of State
418,2023,4,298.79,Balance of State
420,2023,1,262.38,Native 3-Digit ZIP index
420,2023,2,273.38,Native 3-Digit ZIP index
420,2023,3,269.61,Native 3-Digit ZIP index
420,2023,4,266.04,Native 3-Digit ZIP index
421,2023,1,289.13,Native 3-Digit ZIP index
421,2023,2,293.64,Native 3-Digit ZIP index
421,2023,3,288.25,Native 3-Digit ZIP index
421,2023,4,297.55,Native 3-Digit ZIP index
422,2023,1,333.43,MSA/MSAD Index
422,2023,2,331.13,MSA/MSAD Index
422,2023,3,348.08,MSA/MSAD Index
422,2023,4,349.23,MSA/MSAD Index
423,2023,1,268.37,Native 3-Digit ZIP index
423,2023,2,275.5,Native 3-Digit ZIP index
423,2023,3,271.93,Native 3-Digit ZIP index
423,2023,4,275.23,Native 3-Digit ZIP index
424,2023,1,282.98,Native 3-Digit ZIP index
424,2023,2,267.83,Native 3-Digit ZIP index
424,2023,3,299.19,Native 3-Digit ZIP index
424,2023,4,287.77,Native 3-Digit ZIP index
425,2023,1,284.06,Balance of State
425,2023,2,290.37,Balance of State
425,2023,3,292.93,Balance of State
425,2023,4,298.79,Balance of State
426,2023,1,284.06,Balance of State
426,2023,2,290.37,Balance of State
426,2023,3,292.93,Balance of State
426,2023,4,298.79,Balance of State
427,2023,1,306.88,Native 3-Digit ZIP index
427,2023,2,313.98,Native 3-Digit ZIP index
427,2023,3,337.94,Native 3-Digit ZIP index
427,2023,4,345.58,Native 3-Digit ZIP index
430,2023,1,282.98,Native 3-Digit ZIP index
430,2023,2,299.26,Native 3-Digit ZIP index
430,2023,3,301.46,Native 3-Digit ZIP index
430,2023,4,300.03,Native 3-Digit ZIP index
431,2023,1,276.56,Native 3-Digit ZIP index
431,2023,2,292.82,Native 3-Digit ZIP index
431,2023,3,296.77,Native 3-Digit ZIP index
431,2023,4,292.15,Native 3-Digit ZIP index
432,2023,1,321.92,Native 3-Digit ZIP index
432,2023,2,336.95,Native 3-Digit ZIP index
432,2023,3,340.52,Native 3-Digit ZIP index
432,2023,4,341.38,Native 3-Digit ZIP index
433,2023,1,296.07,Native 3-Digit ZIP index
433,2023,2,317.16,Native 3-Digit ZIP index
433,2023,3,319.73,Native 3-Digit ZIP index
433,2023,4,323.27,Native 3-Digit ZIP index
434,2023,1,242.78,Native 3-Digit ZIP index
434,2023,2,251.26,Native 3-Digit ZIP index
434,2023,3,253.81,Native 3-Digit ZIP index
434,2023,4,258.69,Native 3-Digit ZIP index
435,2023,1,220.8,Native 3-Digit ZIP index
435,2023,2,226.76,Native 3-Digit ZIP index
435,2023,3,237.58,Native 3-Digit ZIP index
435,2023,4,236.84,Native 3-Digit ZIP index
436,2023,1,208.45,Native 3-Digit ZIP index
436,2023,2,213.05,Native 3-Digit ZIP index
436,2023,3,222.85,Native 3-Digit ZIP index
436,2023,4,222.34,Native 3-Digit ZIP index
437,2023,1,313.04,Native 3-Digit ZIP index
437,2023,2,317.53,Native 3-Digit ZIP index
437,2023,3,330.03,Native 3-Digit ZIP index
437,2023,4,327.8,Native 3-Digit ZIP index
438,2023,1,257.39,Balance of State
438,2023,2,266.33,Balance of State
438,2023,3,273.81,Balance of State
438,2023,4,277.26,Balance of State
439,2023,1,274.43,MSA/MSAD Index
439,2023,2,279.79,MSA/MSAD Index
439,2023,3,271.56,MSA/MSAD Index
439,2023,4,286.43,MSA/MSAD Index
440,2023,1,216.71,Native 3-Digit ZIP index
440,2023,2,222.57,Native 3-Digit ZIP index
440,2023,3,230.83,Native 3-Digit ZIP index
440,2023,4,229.78,Native 3-Digit ZIP index
441,2023,1,218.73,Native 3-Digit ZIP index
441,2023,2,229.37,Native 3-Digit ZIP index
441,2023,3,230.88,Native 3-Digit ZIP index
441,2023,4,233.58,Native 3-Digit ZIP index
442,2023,1,229.17,Native 3-Digit ZIP index
442,2023,2,238.88,Native 3-Digit ZIP index
442,2023,3,241.54,Native 3-Digit ZIP index
442,2023,4,243.27,Native 3-Digit ZIP index
443,2023,1,209.14,Native 3-Digit ZIP index
443,2023,2,224.55,Native 3-Digit ZIP index
443,2023,3,236.48,Native 3-Digit ZIP index
443,2023,4,237.48,Native 3-Digit ZIP index
444,2023,1,236.99,Native 3-Digit ZIP index
444,2023,2,244.65,Native 3-Digit ZIP index
444,2023,3,252.28,Native 3-Digit ZIP index
444,2023,4,252.47,Native 3-Digit ZIP index
445,2023,1,221.31,Native 3-Digit ZIP index
445,2023,2,232.9,Native 3-Digit ZIP index
445,2023,3,234.44,Native 3-Digit ZIP index
445,2023,4,234.03,Native 3-Digit ZIP index
446,2023,1,251.37,Native 3-Digit ZIP index
446,2023,2,260.15,Native 3-Digit ZIP index
446,2023,3,267.46,Native 3-Digit ZIP index
446,2023,4,264.65,Native 3-Digit ZIP index
447,2023,1,223.92,Native 3-Digit ZIP index
447,2023,2,234.74,Native 3-Digit ZIP index
447,2023,3,235.52,Native 3-Digit ZIP index
447,2023,4,234.82,Native 3-Digit ZIP index
448,2023,1,241.45,Native 3-Digit ZIP index
448,2023,2,252.13,Native 3-Digit ZIP index
448,2023,3,259.04,Native 3-Digit ZIP index
448,2023,4,264.91,Native 3-Digit ZIP index
449,2023,1,230.75,Native 3-Digit ZIP index
449,2023,2,249.18,Native 3-Digit ZIP index
449,2023,3,268.11,Native 3-Digit ZIP index
449,2023,4,255.87,Native 3-Digit ZIP index
450,2023,1,247.76,Native 3-Digit ZIP index
450,2023,2,258.59,Native 3-Digit ZIP index
450,2023,3,264.09,Native 3-Digit ZIP index
450,2023,4,270.13,Native 3-Digit ZIP index
451,2023,1,257.91,Native 3-Digit ZIP index
451,2023,2,278.6,Native 3-Digit ZIP index
451,2023,3,281.04,Native 3-Digit ZIP index
451,2023,4,280.23,Native 3-Digit ZIP index
452,2023,1,267.42,Native 3-Digit ZIP index
452,2023,2,282.78,Native 3-Digit ZIP index
452,2023,3,285.64,Native 3-Digit ZIP index
452,2023,4,286.43,Native 3-Digit ZIP index
453,2023,1,227.66,Native 3-Digit ZIP index
453,2023,2,241.32,Native 3-Digit ZIP index
453,2023,3,245.62,Native 3-Digit ZIP index
453,2023,4,240.34,Native 3-Digit ZIP index
454,2023,1,214.77,Native 3-Digit ZIP index
454,2023,2,227.98,Native 3-Digit ZIP index
454,2023,3,230.92,Native 3-Digit ZIP index
454,2023,4,228.16,Native 3-Digit ZIP index
455,2023,1,240.93,Native 3-Digit ZIP index
455,2023,2,240.74,Native 3-Digit ZIP index
455,2023,3,254.67,Native 3-Digit ZIP index
455,2023,4,254.67,Native 3-Digit ZIP index
456,2023,1,265.24,Native 3-Digit ZIP index
456,2023,2,260.63,Native 3-Digit ZIP index
456,2023,3,277.32,Native 3-Digit ZIP index
456,2023,4,277.62,Native 3-Digit ZIP index
457,2023,1,257.39,Balance of State
457,2023,2,266.33,Balance of State
457,2023,3,273.81,Balance of State
457,2023,4,277.26,Balance of State
458,2023,1,251.88,Native 3-Digit ZIP index
458,2023,2,263.19,Native 3-Digit ZIP index
458,2023,3,266.05,Native 3-Digit ZIP index
458,2023,4,272.26,Native 3-Digit ZIP index
460,2023,1,274.49,Native 3-Digit ZIP index
460,2023,2,287.31,Native 3-Digit ZIP index
460,2023,3,285.2,Native 3-Digit ZIP index
460,2023,4,299.08,Native 3-Digit ZIP index
461,2023,1,273.88,Native 3-Digit ZIP index
461,2023,2,276.18,Native 3-Digit ZIP index
461,2023,3,287.2,Native 3-Digit ZIP index
461,2023,4,284.33,Native 3-Digit ZIP index
462,2023,1,275.26,Native 3-Digit ZIP index
462,2023,2,293.53,Native 3-Digit ZIP index
462,2023,3,294.33,Native 3-Digit ZIP index
462,2023,4,292.81,Native 3-Digit ZIP index
463,2023,1,252.72,Native 3-Digit ZIP index
463,2023,2,264.03,Native 3-Digit ZIP index
463,2023,3,269.13,Native 3-Digit ZIP index
463,2023,4,271.6,Native 3-Digit ZIP index
464,2023,1,250.24,MSA/MSAD Index
464,2023,2,261.37,MSA/MSAD Index
464,2023,3,268.31,MSA/MSAD Index
464,2023,4,268.42,MSA/MSAD Index
465,2023,1,277.2,Native 3-Digit ZIP index
465,2023,2,289.31,Native 3-Digit ZIP index
465,2023,3,285.73,Native 3-Digit ZIP index
465,2023,4,288.1,Native 3-Digit ZIP index
466,2023,1,275.62,Native 3-Digit ZIP index
466,2023,2,296.7,Native 3-Digit ZIP index
466,2023,3,288.4,Native 3-Digit ZIP index
466,2023,4,293.47,Native 3-Digit ZIP index
467,2023,1,275.16,Native 3-Digit ZIP index
467,2023,2,290.25,Native 3-Digit ZIP index
467,2023,3,301.06,Native 3-Digit ZIP index
467,2023,4,294.93,Native 3-Digit ZIP index
468,2023,1,267.48,Native 3-Digit ZIP index
468,2023,2,285.49,Native 3-Digit ZIP index
468,2023,3,281.21,Native 3-Digit ZIP index
468,2023,4,290.46,Native 3-Digit ZIP index
469,2023,1,241.3,Native 3-Digit ZIP index
469,2023,2,257.49,Native 3-Digit ZIP index
469,2023,3,254.43,Native 3-Digit ZIP index
469,2023,4,258.31,Native 3-Digit ZIP index
470,2023,1,271.55,Native 3-Digit ZIP index
470,2023,2,275.15,Native 3-Digit ZIP index
470,2023,3,282.95,Native 3-Digit ZIP index
470,2023,4,287.07,Native 3-Digit ZIP index
471,2023,1,287.73,Native 3-Digit ZIP index
471,2023,2,294.24,Native 3-Digit ZIP index
471,2023,3,308.18,Native 3-Digit ZIP index
471,2023,4,303.82,Native 3-Digit ZIP index
472,2023,1,264.92,Native 3-Digit ZIP index
472,2023,2,265.96,Native 3-Digit ZIP index
472,2023,3,283.59,Native 3-Digit ZIP index
472,2023,4,282.1,Native 3-Digit ZIP index
473,2023,1,235.53,Native 3-Digit ZIP index
473,2023,2,249.73,Native 3-Digit ZIP index
473,2023,3,254.58,Native 3-Digit ZIP index
473,2023,4,256.33,Native 3-Digit ZIP index
474,2023,1,299.35,Native 3-Digit ZIP index
474,2023,2,315.46,Native 3-Digit ZIP index
474,2023,3,323.81,Native 3-Digit ZIP index
474,2023,4,319.67,Native 3-Digit ZIP index
475,2023,1,265.88,Native 3-Digit ZIP index
475,2023,2,276.1,Native 3-Digit ZIP index
475,2023,3,290.22,Native 3-Digit ZIP index
475,2023,4,295.31,Native 3-Digit ZIP index
476,2023,1,269.13,Native 3-Digit ZIP index
476,2023,2,277.2,Native 3-Digit ZIP index
476,2023,3,276.27,Native 3-Digit ZIP index
476,2023,4,278.84,Native 3-Digit ZIP index
477,2023,1,266.8,Native 3-Digit ZIP index
477,2023,2,283.06,Native 3-Digit ZIP index
477,2023,3,284.8,Native 3-Digit ZIP index
477,2023,4,283.03,Native 3-Digit ZIP index
478,2023,1,222.06,Native 3-Digit ZIP index
478,2023,2,244.01,Native 3-Digit ZIP index
478,2023,3,245.27,Native 3-Digit ZIP index
478,2023,4,257.6,Native 3-Digit ZIP index
479,2023,1,249.59,Native 3-Digit ZIP index
479,2023,2,265.12,Native 3-Digit ZIP index
479,2023,3,269.63,Native 3-Digit ZIP index
479,2023,4,270.12,Native 3-Digit ZIP index
480,2023,1,257.96,Native 3-Digit ZIP index
480,2023,2,270.22,Native 3-Digit ZIP index
480,2023,3,275.08,Native 3-Digit ZIP index
480,2023,4,274.96,Native 3-Digit ZIP index
481,2023,1,247.51,Native 3-Digit ZIP index
481,2023,2,261.86,Native 3-Digit ZIP index
481,2023,3,264.99,Native 3-Digit ZIP index
481,2023,4,265.91,Native 3-Digit ZIP index
482,2023,1,279.83,Native 3-Digit ZIP index
482,2023,2,285.75,Native 3-Digit ZIP index
482,2023,3,290.64,Native 3-Digit ZIP index
482,2023,4,289.78,Native 3-Digit ZIP index
483,2023,1,238.66,Native 3-Digit ZIP index
483,2023,2,249.6,Native 3-Digit ZIP index
483,2023,3,254.19,Native 3-Digit ZIP index
483,2023,4,253.56,Native 3-Digit ZIP index
484,2023,1,242.94,Native 3-Digit ZIP index
484,2023,2,259.66,Native 3-Digit ZIP index
484,2023,3,265.71,Native 3-Digit ZIP index
484,2023,4,261.49,Native 3-Digit ZIP index
485,2023,1,212.19,Native 3-Digit ZIP index
485,2023,2,208.95,Native 3-Digit ZIP index
485,2023,3,214.08,Native 3-Digit ZIP index
485,2023,4,221.07,Native 3-Digit ZIP index
486,2023,1,238.86,Native 3-Digit ZIP index
486,2023,2,244.42,Native 3-Digit ZIP index
486,2023,3,258.59,Native 3-Digit ZIP index
486,2023,4,259.65,Native 3-Digit ZIP index
487,2023,1,240.17,Native 3-Digit ZIP index
487,2023,2,260.22,Native 3-Digit ZIP index
487,2023,3,262.47,Native 3-Digit ZIP index
487,2023,4,261.32,Native 3-Digit ZIP index
488,2023,1,249.07,Native 3-Digit ZIP index
488,2023,2,268.34,Native 3-Digit ZIP index
488,2023,3,271.82,Native 3-Digit ZIP index
